"","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date"
"2935","US",18523405,"R3KKBUANEU8N96","B000FNFSPY",96952138,"TP-LINK Fast Ethernet Switch","PC",4,0,0,"N","Y","Four Stars","It does the work as supposed to",2015-08-31
"2936","US",1949406,"R3ICYB3DD90ZNI","B00PUY58M6",951609943,"HyperDrive microSD Adapter for MacBook Pro 15"" Retina (Early 2013 and before)","PC",5,0,0,"N","Y","Five Stars","excellent product!",2015-08-31
"2937","US",564471,"R2756LE58C5XU3","B003UE7LY6",141709977,"Your Cable Store USB Gender Changer Female A to Male B","PC",5,0,0,"N","Y","Five Stars","Does the job quite nicely.",2015-08-31
"2938","US",13819499,"RK2HAISE9LP5B","B000ALDUFG",598613672,"BoxWave ClearTouch Ultra - Newest Version, 100% Hassle Free, Bubble Free Installation - Installs in seconds! - Frame Border, Matte, Anti-Fingerprint, Anti-Glare Screen Protector - Choose Your Kindle Device","PC",5,0,0,"N","Y","Does the Job!","Great fit! Took the glare off of my kindle when I use it outdoors!",2015-08-31
"2939","US",21204945,"R31QBGD74FLQ1K","B00A3RV2TI",105023519,"Formvan USB 2.0 to Audio Adapter with Microphone 3.5mm Jack Gray Sound 3D Sound Card","PC",5,0,0,"N","Y","Five Stars","Works great!",2015-08-31
"2940","US",51359411,"R3883H31HICZ6X","B00O3SDPBG",203117796,"PNY Amp PowerPack - Portable Rechargeable Battery Charger","PC",4,0,0,"N","Y","Four Stars","small and always saving us when needed (Which is every few days when the phone battery die)",2015-08-31
"2941","US",18628039,"R1TLXMCSEEZIHX","B00UFYPQYQ",194048135,"Mosiso Classic Retro Smart Case Cover for iPad Air (1st Gen.).","PC",5,0,0,"N","Y","After trying a huge number of cases for more than ...","After trying a huge number of cases for more than 30 different devices, I have to say these Mosiso ccases remain the most satisfactory of them all.",2015-08-31
"2942","US",17109614,"R30TAA8G2YD144","B0067N3C4A",82355523,"Kit - Netsys NV-202EKIT HyperXtender ER Ethernet Extender","PC",5,5,5,"N","Y","Plug in and go!","Works great! We plugged in the Ethernet to the LAN 1 on &#34;the local&#34;, plugged a phone cable into the line jack, ran it out about 300 ft and plugged it into the Line on &#34;the remote&#34; unit. I could then plug the computer into the LAN 1 at &#34;the remote&#34; and it connected beautifully! We even have a junction in the middle of the phone line and it still connected without a problem.",2015-08-31
"2943","US",19590925,"R2WEFZ5GFSXWC7","B00QPM6WYU",609452149,"ZTHY 14.8V 52WH EL04XL Battery for Hp Envy Touchsmart 4 Envy 4-1117NR 4-1043CL 4-1105DX 4-1227TU 4-1130US series laptop 681879-171 681949-001 681879-541 Tpn-c102 Hstnn-ib3r Hstnn-ub3r 681879-1C1","PC",5,0,0,"N","Y","Five Stars","Came in good working order. Easy to install.",2015-08-31
"2944","US",31576752,"R2C5AMD5RXWG2G","B00HKEI4HU",996892246,"Razer DeathStalker Expert Gaming Keyboard - Fully Programmable with 10 Key Rollover","PC",4,0,2,"N","Y","Four Stars","it works.",2015-08-31
"2945","US",21945309,"R3DEJBS9FTRJJW","B0000AQR8F",625932251,"C2G/Cables to Go 03364 2-Port HD15 VGA Manual Switch Box","PC",5,0,0,"N","Y","Five Stars","Work better than I expected.  Exactly what I needed.",2015-08-31
"2946","US",13184783,"R13QDSFO5W8R5Q","B007Q45EF4",787087910,"Kinivo BTD-400 Bluetooth 4.0 Low Energy USB Adapter - Works With Windows 10 / 8.1 / 8 / Windows 7 / Vista, Raspberry Pi , Linux","PC",5,0,0,"N","Y","Five Stars","Works great! Thank u! Great price too def be coming back!",2015-08-31
"2947","US",11008267,"R33CWWYE5VMGFC","B00E3W19MO",573377212,"Samsung Electronics 840 EVO-Series 2.5-Inch SATA III Single Unit Version Internal Solid State Drive MZ-7TEBW","PC",5,0,0,"N","Y","Buy a solid state and be amazed at the speed and productivity boost!","I've been using this for over a year in a Lenovo Y50 and it's performed fantastically without issue.<br /><br />Read and write speeds are exactly as spec'd, storage size is more than I needed, but great if I go on vacation and want to bring movies to watch.<br /><br />I would definitely recommend the new EVO 850 which seems like it's even cheaper and faster.",2015-08-31
"2948","US",5235094,"R1E0YN7ZSYHH4X","B00ALK3KEM",34689144,"Corsair CX Series 750 Watt 80 Plus Bronze Certified Modular Power Supply (CP-9020061-NA)","PC",4,0,0,"N","Y","Four Stars","nice",2015-08-31
"2949","US",10458694,"R2U9RCQBHRWRO8","B00B99JUBQ",805700410,"Seagate 500GB Laptop SSHD  SATA 8GB NAND SATA 6Gb/s 2.5-Inch Internal Bare Drive (ST500LM000)","PC",5,0,0,"N","Y","Five Stars","OK",2015-08-31
"2950","US",50234962,"R21T8VIHAATSWJ","B00M55C1I2",475167282,"SanDisk 16 GB microSDHC Flash Memory Card (card only) SDSDQM-016G","PC",5,0,0,"N","Y","Five Stars","Good product, good seller.Nothing to say.",2015-08-31
"2951","US",21899191,"R2IS2XP2FINO0R","B00K9HID9Y",41941066,"Transcend 256GB MLC SATA III 6Gb/s 2.5-Inch Solid State Drive 370 (TS256GSSD370)","PC",5,0,0,"N","Y","Be dumb not to buy this!","Absolutely, revived an old PC!  Ridiculous improvements on speed.  Now the main PC I use at work rather than a laptop with external display.  Very easy/quick plug-n-play install.  Comes with a mount too! You be dumb not to purchase this! Cheers Transcend!",2015-08-31
"2952","US",26880607,"R1C2PX1Q3VIBW7","B00EDMMTGY",594762208,"uxcell DC 5V Standard 16 x 2 Character Blue Backlight LCD Display Module Black Green","PC",5,0,0,"N","Y","No issues... fast delivery. Works as ...","No issues...fast delivery.  Works as expected!",2015-08-31
"2953","US",19237218,"R1ENTDQC5ZXYBY","B00CSJT1I8",937398799,"Dell Inspiron 1526 1525 1545 1440 1750 Laptop/Notebook Battery Replace for GP952, GW252, RU 586","PC",5,0,0,"N","Y","Great battery. Lasts about 3 hours","Great battery.  Lasts about 3 hours.",2015-08-31
"2954","US",43621096,"RY2B11X2BPC38","B00KDQPCAE",573573934,"Importer520 150ft 50m 150' Ft Rj45 Cat5 Cat5e Ethernet Lan Network Internet Computer Patch Cable","PC",4,0,0,"N","Y","Four Stars","Fast shipment. Just what I needed.",2015-08-31
"2955","US",4715321,"R2P3UK4B34RBJ6","B00KC6IUO0",331269443,"Fire HD 6","PC",2,0,2,"N","Y","Two Stars","To small of screen",2015-08-31
"2956","US",4858663,"R3RB4BLO023PBR","B00QRPPCMI",241919409,"EagleTec Combo Keyboard and Mouse","PC",4,0,0,"N","Y","Four Stars","Good stuff...especially for the price.  Works great!",2015-08-31
"2957","US",13758479,"R66675E1GQ802","B0032R2CDQ",734500433,"Laptop Notebook Cooler Pad w/ 3 Fans","PC",5,0,0,"N","Y","Five Stars","i like this... Works so good...",2015-08-31
"2958","US",22095687,"R1R4YSUALFLRP1","B00IYJD5CY",856008473,"K70 Standard Keyboard","PC",5,0,0,"N","Y","Yay for mechanical keyboards.","A delight to type on.",2015-08-31
"2959","US",16434210,"RI7G9IT40DIWL","B00PMDEAYW",125688855,"NeuTab 7'' Quad Core Google Android 4.4 KitKat Tablet (White)","PC",5,0,0,"N","Y","Great little android tablets","I bought a bunch of these for my daughters playmates, age 6 thru 10. Great little android tablets. Stand up to a lot of abuse.",2015-08-31
"2960","US",19969908,"R3OT9QV2DOK8VO","B00PU0BL7G",446557979,"Lenovo Flex 14 15 15D Charger AC Adapter","PC",5,0,0,"N","Y","Five Stars","worked great",2015-08-31
"2961","US",23522649,"R22VIMX0HERIIG","B00OQVZDJM",223423308,"Kindle Paperwhite","PC",5,0,0,"N","Y","Five Stars","Just love this kindle",2015-08-31
"2962","US",34517209,"R38LXP3IPTPA3F","B00R3ABHXY",519931677,"Bovee Bluetooth Car Kit for BMW and Mini Coopers - Android and iPhone Music Interface Adaptor for in car iPod Integration (WMA3000B USB / AUX connector)","PC",5,0,0,"N","Y","which produced alarmingly terrible sound when using just the AUX port with my ...","I used this in a 2014 Mini Countryman with the HK stereo, which produced alarmingly terrible sound when using just the AUX port with my Android based phone.  This pairs with the phone and dramatically improves the sound quality. The switch over to bluetooth call mode is also flawless.",2015-08-31
"2963","US",1185190,"R399Z7OOTK2GRY","B00LLER2CS",997551273,"SanDisk 16GB CZ43 Ultra Fit Series USB 3.0 Flash Drive (SDCZ43-016G-G46)","PC",4,0,0,"N","Y","good product","It's very tiny and copying file fast. The only problem is, after connecting to the computer, it get really hot.",2015-08-31
"2964","US",52158584,"R20FD5XXHEPNLC","B007YX9OGW",750800782,"SanDisk 16GB 2.0 Flash Cruzer Glide USB Drive","PC",3,0,0,"N","Y","Large Capacity - Slow to Securely Delete Trash","The Cruzer has very large secured capacity.  The negative is the speed - takes hours to securely delete trash ... way too long for an SSD.",2015-08-31
"2965","US",52179935,"R1ES44QL5N3BGX","B00GQQO8FA",95902491,"Docking Station, HooToo USB 3.0 Docking Station Dual Video Outputs for Win 8.1, 8, 7, xp HDMI DVI VGA to 2048x1152/1920x1200 Gigabit Ethernet Audio 2 USB 3.0 Ports 4 USB 2.0 Ports 12v/2a Power Adapter","PC",4,0,0,"N","Y","Would Be Perfect, If it Worked with Wireless Keyboard and Mouse","I hooked up a laptop running Windows 10 to the docking station and it works great.  I used it to get my laptop to work with a dual monitor set-up.  The other USB ports are used for various peripherals for the laptop.  The only thing that would make it better is that if wireless keyboards and mice could work with the docking station.  Fortunately, I have enough USB ports on my laptop to accommodate my mouse and keyboard.",2015-08-31
"2966","US",13313388,"RPB0U7FTUT2GP","B00M9B3XN4",445398379,"Dell E2715H 27-Inch Screen LED-Lit Monitor","PC",5,0,0,"N","Y","Dell E2715H 27-Inch Screen LED-Lit Monitor","Large beautiful screen, nothing but perfect, should have purchased it a long time ago. No technical terms here... it either works or it don't... this one gets the job done. No regrets here. Enjoy!",2015-08-31
"2967","US",48726275,"RJ7XBQKHLHFT","B0094E4A86",594511064,"RCA USB Wall Plate Charger (White)","PC",1,0,0,"N","Y","Terrible high pitched noise","This does charge, but it emits a terrible squeal while charging that is extremely high pitched and only heard by young people and dogs.  It has caused a lot of discomfort in our home and it needs to be returned.",2015-08-31
"2968","US",1215049,"R2S00MMBT3ATMK","B00E71W4O8",202439339,"Max Keyboard Keycap, Cherry MX Switch, O-Ring Tester Kit","PC",5,0,0,"N","Y","this is a must buy for anyone in the market for a new keyboard","truthfully this will give you a great hands on idea of what switch to get and i highly recommend it before you go out and get a 100-200 dollar keyboard and just hope you like the switch that you got.",2015-08-31
"2969","US",42571049,"R37CKTFOYWHVF0","B00G2G61E0",956818508,"2.4G WiFi 14 dBi Panel Antenna for Wireless IP Camera - 3 Meter Cable SMA","PC",4,0,0,"N","Y","Four Stars","Works as advertized",2015-08-31
"2970","US",1783837,"R2CD90KQ3RTV1S","B00LCK715Y",331269443,"Fire HD 6","PC",2,0,3,"N","Y","Two Stars","too small",2015-08-31
"2971","US",29014115,"R1LT6PGS7RJWFM","B00ZGVMNRQ",696959164,"Sabrent [6-Pack] 22AWG Premium Micro USB Cables (X3-3ft + X3-1ft) High Speed USB 2.0 A Male to Micro B Sync and Charge Cables [Black] (CB-U631)","PC",2,3,5,"N","Y","Disappointed!!!!","By far the slowest cables I've purchased to date!!! The only plus about this product is the fact that 6 come in a box. I've been testing All cables for some time now using them with wall chargers, car chargers, portable chargers and these cables are horribly slow. In my opinion there is nothing premium about these cables.<br /><br />I tested these cables for quite some time and gave them a fair shot. Now I'll be moving on and will only use these as a last resort if my other 12 sets of cables ever fail me.",2015-08-31
"2972","US",37268835,"R2GUEVTRIS3YL0","B00NIX1HDU",124967324,"[Upgraded Version] Smart Case for Kindle 6"" Glare Free - OMOTON the Thinnest and Lightest PU Leather Case Cover for Kindle (7th Generation), with Auto Sleep/ Wake Feature, Black","PC",3,0,0,"N","Y","Difficult to Remove Kindle But Otherwise Fine","Easy to put the Kindle in, difficult to take it out. I spent a good few minutes trying to pry the Kindle out of the case. I believe the case cracked in the process. So I suppose it's good in the sense that the Kindle is very securely in there and is not at risk of slipping out whatsoever. But I'm still disappointed that the case cracked on the edge. I've had it for less than a month and have never dropped my device. I noticed the crack a few days after attempting to remove the Kindle from the case. Nothing else happened that could explain the crack. Everything else about the case is fine. The magnet keeps the lid closed effectively and also locks/unlocks the Kindle. It's thin and light, making everything easy to carry around. A case simply shouldn't crack in the process of removing the device it is intended to protect. Shouldn't be a problem for most people though, since there is very little reason to take the Kindle out once you put it in the case (I removed mine to get at some dust that fell into the cracks).",2015-08-31
"2973","US",31052057,"R1ZFXJ7WG33MUK","B00Z7YGY9U",764124466,"Laptop Sleeve Evecase 13.3 - 14 inch Slim Neoprene Sleeve Case Bag with Handle","PC",5,0,0,"N","Y","Five Stars","perfect fit and color.",2015-08-31
"2974","US",30200955,"R1X7234DBKCB7W","B00YY3VNDC",607643787,"OtterBox DEFENDER for Samsung Galaxy TAB A 8.0"" NO S Pen - Retail Packaging - BLACK","PC",5,0,0,"Y","N","Fantastic Otterbox case for the Samsung Galaxy Tab A","Fantastic Otterbox case for the Samsung Galaxy Tab A. Otterbox is my go to brand for cases whenever possible, due to the fabulous quality.<br /><br />Pros:<br />1. Great tight fit to keep your galaxy safe.<br />2. Additional plate functions as a tablet stand.<br />3. Built in screen protector.<br /><br />Cons:<br />1. None!",2015-08-31
"2975","US",50225927,"R393S47LPEOZ0I","B003NZSX7G",112935338,"Netgear N300 WiFi DSL Modem Router (DGN2200)","PC",1,0,1,"N","Y","Failed the test!","I bought this used, real cheap, as a test to see if I could use a Netgear Router with ReadySHARE on a DSL system. Although it claimed to work with all types of DSL, it did not work with Frontier. It seemed to initialize and startup correctly. All the lights, including DSL, were showing as anticipated except the Internet. This means that DSL made a connection. The Internet light remained steady red. I was not able to change this even by following troubleshooting instructions. I was also not able to access the modem router through my browser at the given address 192.168.0.1. I wound up giving it to someone who assured me they could get it going. Decided to go Frontier's ActionTEC [[ASIN:B00JWUOWDU Actiontec DSL Modem F2250]] modem router, which was working fine. It just did not have the functionality I have been used to over the years with my Netgear Routers, especially the [[ASIN:B00HEX851C Netgear WNDR4500 N900 Dual Band Gigabit Wifi Router]] which I have been using lately in several locations with the USB port & ReadySHARE capability. Luckily, I was able to get an open box [[ASIN:B00BR3XGP0 NETGEAR AC1200 WiFi DSL Modem Router 802.11ac Dual Band Gigabit (D6200)]] still in plastic &#34;for a song&#34;--no one seemed to want it because there was no User Guide. This has been humming!",2015-08-31
"2976","US",43748267,"R3NSK4QHOYNBE5","B00OQVZDJM",223423308,"Kindle Paperwhite","PC",5,0,0,"N","Y","reading in daylight or low light is quite easy..","I'd been using my wife's older Kindle so when this offer came up to purchase I took advantage of it.....reading in daylight or low light is quite easy...love it.............",2015-08-31
"2977","US",31305235,"RN7IGM0LGNMLA","B000UEZ36W",398163686,"SteelSeries QcK Gaming Mouse Pad","PC",5,0,0,"N","Y","Great mousepad","This mousepad is actually a lot bigger than what I was expecting.  I thought it was going to be like a standard mousepad but I guess that since this is somewhat of a gaming mousepad, they made it a bigger.  I have nothing to complain about this mousepad.  Yes while most people are thinking, &#34;it's just a mousepad&#34; the QcK does not feel like those cheap China mousepad at all and it's great for everyday use and moderate gaming (I'm not a heavy gamer so that's why I said moderate).  All and all, i see why so many people have bought this mousepad!",2015-08-31
"2978","US",20400866,"R8RWWQI9YCU0I","B00GB8GUSQ",965628118,"iBenzer - 2 in 1 Soft-Skin Solid Color Plastic Hard Case Cover & Keyboard Cover for MacBook Pro 13"" with CD-ROM (A1278)","PC",5,0,0,"N","Y","Five Stars","looks great and very cheap",2015-08-31
"2979","US",50090920,"R1VCYPCM43WY6K","B0015F4BPY",18918066,"LIMTECH High Speed HDMI to DVI Adapter Cable , 1.8 Meter / 6 Foot Length","PC",1,0,0,"N","Y","One Star","didn't work on my mac",2015-08-31
"2980","US",12379252,"R1DGCZ3HTYT4B1","B011C5M6KI",618780648,"VIVO ATX Mid Tower Computer Gaming PC Case / Desktop Shell / 3 Fan Mount, Dual USB 3.0 (CASE-V03)?","PC",4,2,2,"N","Y","Good inexpensive case","Good inexpensive case. Solid. Looks good. Replaced fans as the included pair were no sufficient for the CPU and MB I installed. No fault of the manufacturer. Included USB ports and media card reader nice feature and work well.",2015-08-31
"2981","US",22321197,"R1GWHMOXYXUVE","B00HEM5D4K",300285205,"Cable Matters Cat6a Snagless Shielded (SSTP/SFTP) Ethernet Patch Cable in White 75 Feet","PC",5,0,1,"N","Y","Great product at a great price - working perfectly.","Great product at a great price - working perfectly.",2015-08-31
"2982","US",44931527,"R3A9JI2WWGPI1L","B00IL7FMLQ",388755309,"Lifeproof Nuud Case for iPad mini With retina - Black","PC",5,0,0,"N","Y","Thanks I have my","Thanks  I have my orden",2015-08-31
"2983","US",1471856,"R7RSP0ALJ0RQI","B00FC7DOCW",580267817,"CS500P","PC",5,0,0,"N","Y","Happy Customer","I loved my new drawing tool!<br />It was shipped fast, the pen works great and I am a happy customer!",2015-08-31
"2984","US",29840579,"R3MAHTAQVPNMFH","B00XU6PM68",79741656,"Anker 3-Port USB-C to USB 3.0 Aluminum Portable Data Hub, with 10 Mpbs, 100 Mbps, 1000 Mbps, or 1 Gigabit Network Adapter with Ethernet Port, for MacBook Pro 2016, ChromeBook, XPS and More","PC",5,0,0,"N","Y","Five Stars","Looks great, works well, arrived quickly.  Thanks.",2015-08-31
"2985","US",35645070,"R2L3C33A3WZ3OU","B00LCJ4HUW",331269443,"Fire HD 6","PC",5,0,0,"N","Y","Great  Kindle","Great gift for my wife. She loves it.",2015-08-31
"2986","US",22462206,"R1RMMIDFU6R1WF","B007ZZIFYQ",854227470,"5 Cities Lightweight Under Seat Carry on Laptop Business Hand Luggage Bag for American Airlines, Delta and Southwest","PC",5,0,0,"N","Y","Five Stars","This bag is wonderful.",2015-08-31
"2987","US",7445333,"R252KYZQFLW3GH","B00FGNAP2E",504475515,"ProntoTec 7 Inch Touch Screen Tablet Pc, Dual Core 1.2 GHz, Android 4.2, 4GB, Ddr3 512MB Ram, Dual Camera, Wi-Fi, G-sensor (Pink)","PC",2,0,0,"N","N","Kids zone!!!","Great for kid only! To slow for adults.",2015-08-31
"2988","US",4782422,"RGJJRMCTPAH4V","B00AOIRCI6",80523114,"CM Storm QuickFire Ultimate - Full Size Mechanical Gaming Keyboard with CHERRY MX BLUE Switches and Fully LED Backlit","PC",5,0,0,"N","Y","Five Stars","Perfect",2015-08-31
"2989","US",17279313,"R7G3ZPIIXX67G","B00GU8W5AE",13865167,"Redragon M901 PERDITION 16400 DPI High-Precision Programmable Laser Gaming Mouse for PC, MMO, 18 Programmable Buttons, Weight Tuning Cartridge, 12 Side Buttons, 5 programmable user profiles, Omron Micro Switches (White)","PC",5,0,0,"N","Y","Five Stars","Perfection for wow",2015-08-31
"2990","US",8755561,"R36V3WV0C9P1DA","B00CQ35C1Q",834844204,"Logitech G230 Stereo Gaming Headset with Mic","PC",4,0,0,"N","Y","Another reliable Logitech product","Comes as advertised, you get what you pay for, although the construction feels a bit on the flimsy side - so one should handle them with care, the audio quality and comfort is very good, I hardly feel them on. The mic is practical and works great once you get the proper updates from Logitech. I would fully recommend this as an affordable PC surround sound headset.",2015-08-31
"2991","US",50814469,"R1WBGSN074ZHUM","B0145X0B4M",164079727,"SVALT D1 Performance Cooling Dock for Apple Retina MacBook Pro and MacBook Air laptops","PC",5,3,4,"N","Y","This is the ultimate laptop accessory!","This thing is seriously solid, making for a very heavy heat sink and stable upright stand. The quality couldn’t be better, perfectly matching the Mac finish. Excited to have more desktop free space and to have the peace of mind from the extra cooling and performance. It is about time someone created a product like this!",2015-08-31
"2992","US",27979724,"R29ZBB3MTTVI8Z","B00OSBVYOI",250794699,"HP Compaq Elite 8200 Tower PC Core i5-2400 3.10 GHz 4 GB DDR3 RAM 160 GB HD DVD-RW Windows 7 Professional 64-Bit","PC",4,0,0,"N","Y","Economy upgrade","Excellent computer for moderate upgrade. Arrived as listed.",2015-08-31
"2993","US",1702149,"R13MAKVQD5A8WO","B00C7SA21U",205754011,"Cable Matters SuperSpeed USB 3.0 Type A Male to Female Extension Cable","PC",5,0,0,"N","Y","durable long cord that handles big amounts of data transfer","Great cable that can handle a huge load of data transfer. I needed a really powerful extension cable to attach between my laptop and my external network card (so that I could put the damn network card+antenna next to my ceiling where the WI-FI signal is strongest. Not like I can glue my laptop to the ceiling, yo..) anyways, this works perfectly. I livestream video using the external card that is attached to this cord, and this extension cord handles without a single problem the huge upload/download bandwidth I chug through it.",2015-08-31
"2994","US",40557311,"R246DVJOA11JY4","B00MFL4HQU",173791235,"1 feet USB 3.0 Dual Power Y Shape 2 X Type a to Micro B SuperSpeed Cable for External Hard Drives","PC",5,0,1,"N","Y","Five Stars","Got here fast and it worked",2015-08-31
"2995","US",24206479,"R3B6W5N4BM0QM9","B002ACM5MM",532231685,"Apple Memory Module 4GB 1066MHz DDR3 (PC3-8500) - 2x2GB SO-DIMMs","PC",5,0,0,"N","N","Five Stars","Fit perfectly in my aluminium 2008 macbook",2015-08-31
"2996","US",22934519,"R30UDZ9FY11ETV","B00OBRE5UE",808176581,"Samsung 850 EVO Parent","PC",5,0,0,"N","Y","... no problems and make my computer boot up in like 10 seconds love it to death","This SSD is a beast so far no problems and make my computer boot up in like 10 seconds love it to death",2015-08-31
"2997","US",369313,"R2XIAOP86JY1E4","B00EZSUVHK",206951242,"ViewSonic VX2452MH 24"" 1080p Gaming Monitor HDMI, DVI, VGA","PC",5,0,0,"N","Y","Nice Monitor for the Price.","We purchased 4 of these ViewSonic Monitors. Clear and sharp looking.  The integrated speakers are good for most users, but the max volume is slightly low for my taste. We kept external speakers for one out of our four users.",2015-08-31
"2998","US",50234962,"R1X435IC622DJY","B00NH124VM",278952726,"AmazonBasics USB Cable - 2.0 A Male to Micro B","PC",4,0,0,"N","Y","Finally I have a long cable to charge my phone ...","Finally I have a long cable to charge my phone and have access to it a bit away from the wall outlet. The cable is strong, thick and long. It is a bit heavy in relation with the phone, so I would suggest to handle it carefully to avoid damaging the plug on your phone.",2015-08-31
"2999","US",35883780,"R16XJ9ZPR181BF","B00XKN4DBQ",750825806,"High Power Wireless-N 600Mw Smart Repeater_2","PC",3,2,3,"N","Y","I highly recommend this extender if you can get it to work","When it worked, it worked extremely well. Smoking fast extender. However, it would continuously drop the connection from my router requiring a rescan to reestablish the connnection. Not even a reboot would work. Eventually I was no longer able to access the extender wirelessly to rescan and was forced to connect via ethernet. A real pain for its location. But even this stopped working, or was intermittent. Had to reset to factory default in order to connect to it again. I followed the suggestion on Amped's support forum and assigned a static IP address and changed the Channel to 20MHz. This worked........temporarily. But it soon dropped the connection again and I was back to square one. Not to mention changing my router settings created additional problems with my wifi! I highly recommend this extender if you can get it to work. As for me, I replaced it with a Securifi Almond 2015 and have had no problems since. My only regret is the Almond cannot connect or transmit at 5G. But it's still impressively fast, was extremely easy to setup and I have no regrets. I may be looking at an Almond 2015+ when I'm in the market for a new router.",2015-08-31
"3000","US",40225842,"R155G9CPX0SVOA","B00M8K7AXU",697722837,"Screen Protector Kit (3-Pack) for Kindle Fire HD 7 (4th Generation)","PC",1,0,0,"N","Y","Screen  Protector","It was the wrong size and was difficult to put on.",2015-08-31
"3001","US",12887951,"R1DZVAVLX8IJ81","B00H33SFJU",236968940,"EVGA 430W 80PLUS Certified ATX12V/EPS12V Power Supply","PC",5,0,0,"N","Y","Great power supply, great price","Works great with my 6300 and r9 270, comes witht the two 6 pins required for the 270",2015-08-31
"3002","US",19808756,"R3JKM1LWT945OH","B00JA5CBNA",277120536,"Gaming Mouse, UtechSmart Jupiter 2500 DPI High Precision Programmable Gaming Mouse","PC",1,0,0,"N","Y","It would of been absolutely perfect, if it wasn't for that right after i ...","It would of been absolutely perfect, if it wasn't for that right after i got it, the pointer started shifting one little click to the left every few seconds, wouldn't even be that bad of a problem, if it wasn't for the play menu coming up every time on netflix, and other programs that run full screen. Other then that, it would have gotten 5 stars.",2015-08-31
"3003","US",15895156,"R1Q2VCZCLYJC9","B0113N445Y",508702259,"Unik Case - Graphic Hard Case Cover for Macbook","PC",4,0,0,"N","Y","Case fits great. Others have said the bottom didn't fit right ...","Case fits great. Others have said the bottom didn't fit right but so far it fits great. The color is more of an orange color. Take your time putting the case on (no instructions included), I accidentally put the screen cover on upside down and was very hard to remove.",2015-08-31
"3004","US",39057810,"RXHDU1UMYKQBQ","B00ORGLB6U",846752882,"Dragon Touch Y88X, 7"" Android Tablet, 8 GB, Blue (Y88X BL)","PC",1,1,1,"N","Y","Like I said before","We bought 2 of these and they are both already broken.<br /><br />This tablet didn't even last a month before we started having issues. The screen would go black for no reason or the whole picture would become distorted. Youtube would freeze randomly and games would force close. We bought this tablet because we were buying for our kids. We thought we didn't need to spend a lot on a tablet that would just be playing a few games and watching youtube... well we were wrong. Like I said before, didn't even last a month before we started having issues and now it won't even turn on. It's a paper weight now. The 2nd tablet we bought force closes games and now for some reason ALL of the buttons are breaking. They are sinking into the tablet and they are now extremely hard to push. The power button is the worst and sometimes we can't even get the tablet to turn on because the button is almost all the way gone. We will have a 2nd paper weight very soon.<br /><br />We messaged customer service asking what we could do and they told us we could ship it back (we pay for shipping) THEN we pay a $10 fee (per tablet) for them to fix it BUT the $10 charge was only if they found the product to be defective. If they found it was &#34;damaged&#34; by us then we would have to pay more for it to be fixed or replaced. The thing that worried me is that although I asked TWICE how much it would cost us to fix it if they claimed it was damaged by us, they never answered my question. I'm not going to pay the same amount to fix is as we did to buy it. It's not worth it.<br /><br />***To customer service: If you guys want to fix my tablet and not charge me more than $10 (because these things are DEFINITELY defective), then I will change my review on the customer service aspect.",2015-08-31
"3005","US",157260,"R1GQCEHM5TUE23","B00M08X5X4",780820748,"[3-Pack] Supershieldz- Anti-Bubble Clear Screen Protector For LG G Pad 7.0 / G Pad 7.0 LTE with Lifetime Replacements Warranty","PC",4,0,0,"N","Y","Four Stars","Great product.",2015-08-31
"3006","US",26356883,"RIEQP4FEUXFQX","B00NTK4H48",350730451,"Mama Mouth Rotary Stand PU Leather Case Cover With Removable Micro USB Keyboard for 7"" LG G Pad 7.0 V400/Lte V410/LTE U.S. Cellular UK410/LTE Verizon VK410 Android Tablet","PC",3,0,0,"N","N","Three Stars","Nice Case I just don't like the fact that my tablet moves so freely while snapped in place..",2015-08-31
"3007","US",15933025,"RQ4PSANM2CCF6","B00VBOR4Y4",693379352,"Dell Inspiron 15 5000 Series i5548-2501SLV 16-Inch Touchscreen Laptop (Intel i5-5200U Processor, 8GB Memory , 1TB Hard Drive, Backlit Keyboard, Bluetooth 4.0, Windows 8.1)","PC",5,0,0,"N","Y","Best  design .worth price.","Best  design .worth price.",2015-08-31
"3008","US",36665482,"R2A4IBNSCWRWLD","B00HSQAIQU",904950642,"TP Link AV500 Wi Fi Range Extender","PC",4,0,0,"N","Y","Good and Solid Product","Have been using TP-Link for over a year so far... No reboots, reconfiguration or anything since the day I bought it. Provides great coverage through the house. The only minor issue we have is when we use the vacuum cleaner on a neighboring plug in the same room as the remote TP-Link, it knocks off the internet from the remote TP-Link. We can tell because the DVD player that uses the remote TP-Link for wi-fi drops Pandora the very second we start the vacuum cleaner. As soon as we shut the vacuum off, the internet returns and Pandora starts playing again.",2015-08-31
"3009","US",41063428,"R2DO4EJUHJS9NG","B00JUPFIW6",325398892,"Case Logic 13.3"" Laptop and MacBook Sleeve","PC",4,0,0,"N","Y","Four Stars","Nice item",2015-08-31
"3010","US",12235029,"R1COZ14GJK6VWC","B00768SBAU",782225748,"Arris/Motorola SB6121 DOCSIS 3.0 Cable Modem in Non-Retail Packaging (Brown Box)","PC",5,0,0,"N","Y","Very Good Machine!","I have gone through the hassle of setting up other economical modems, modem-router combos and they have all let me down with their performance.  This one is rock solid, never lets me down, fast and simple.  I just bought another one for my son and got it going in his house.  Highly recommend!",2015-08-31
