"","X","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_date","word","sentiment"
"2192",2192,"US",7338726,"RKPMYS2WTIQHT","B00COKNKS8",742983715,"DHT Electronics Handheld Antenna Cable for Wouxun Baofeng Quasheng Linton - Adapter for UHF Base and Mobile Antennas - SMA Female to UHF SO-239 Female Connectors 6''","PC",4,0,0,"N","Y","Four Stars","2015-08-31","job","positive"
"2197",2197,"US",20011386,"R1CF00HL98ZIS3","B00PL9O498",493391817,"ASUS VivoTab Smart ME400C-C2-BK AC Adapter - Premium Bavvo® 10W Wall Power Battery Charger","PC",4,0,0,"N","Y","Four Stars","2015-08-31","fits","negative"
"2199",2199,"US",21524660,"R1FSZC9C1YB2TA","B009UZ3TF4",135571372,"Khomo iPad Mini / Mini 2 Retina / Mini 3 Case Dual Super Slim Cover","PC",5,0,0,"N","Y","Five Stars","2015-08-31","excellent","positive"
"2202",2202,"US",21524660,"R1FSZC9C1YB2TA","B009UZ3TF4",135571372,"Khomo iPad Mini / Mini 2 Retina / Mini 3 Case Dual Super Slim Cover","PC",5,0,0,"N","Y","Five Stars","2015-08-31","satisfied","positive"
"2205",2205,"US",52134512,"R7YC62ESAGXE7","B00MOQFUQM",338507967,"LAVA SimulCharge USB 1-port Adapter for Samsung Galaxy Tab 4/S/PRO/Note - Model TL-002 (Micro USB OTG Host & Charge)","PC",1,0,1,"N","Y","DUD! Doesn't work with Samsung Galaxy Tab S 10.5","2015-08-31","perfect","positive"
"2207",2207,"US",52134512,"R7YC62ESAGXE7","B00MOQFUQM",338507967,"LAVA SimulCharge USB 1-port Adapter for Samsung Galaxy Tab 4/S/PRO/Note - Model TL-002 (Micro USB OTG Host & Charge)","PC",1,0,1,"N","Y","DUD! Doesn't work with Samsung Galaxy Tab S 10.5","2015-08-31","solution","positive"
"2208",2208,"US",52134512,"R7YC62ESAGXE7","B00MOQFUQM",338507967,"LAVA SimulCharge USB 1-port Adapter for Samsung Galaxy Tab 4/S/PRO/Note - Model TL-002 (Micro USB OTG Host & Charge)","PC",1,0,1,"N","Y","DUD! Doesn't work with Samsung Galaxy Tab S 10.5","2015-08-31","reader","positive"
"2209",2209,"US",52134512,"R7YC62ESAGXE7","B00MOQFUQM",338507967,"LAVA SimulCharge USB 1-port Adapter for Samsung Galaxy Tab 4/S/PRO/Note - Model TL-002 (Micro USB OTG Host & Charge)","PC",1,0,1,"N","Y","DUD! Doesn't work with Samsung Galaxy Tab S 10.5","2015-08-31","sadly","negative"
"2213",2213,"US",52134512,"R7YC62ESAGXE7","B00MOQFUQM",338507967,"LAVA SimulCharge USB 1-port Adapter for Samsung Galaxy Tab 4/S/PRO/Note - Model TL-002 (Micro USB OTG Host & Charge)","PC",1,0,1,"N","Y","DUD! Doesn't work with Samsung Galaxy Tab S 10.5","2015-08-31","lava","negative"
"2214",2214,"US",52134512,"R7YC62ESAGXE7","B00MOQFUQM",338507967,"LAVA SimulCharge USB 1-port Adapter for Samsung Galaxy Tab 4/S/PRO/Note - Model TL-002 (Micro USB OTG Host & Charge)","PC",1,0,1,"N","Y","DUD! Doesn't work with Samsung Galaxy Tab S 10.5","2015-08-31","model","positive"
"2215",2215,"US",52134512,"R7YC62ESAGXE7","B00MOQFUQM",338507967,"LAVA SimulCharge USB 1-port Adapter for Samsung Galaxy Tab 4/S/PRO/Note - Model TL-002 (Micro USB OTG Host & Charge)","PC",1,0,1,"N","Y","DUD! Doesn't work with Samsung Galaxy Tab S 10.5","2015-08-31","communicate","positive"
"2217",2217,"US",43569020,"R6JHZO2C7MV4","B005G89LMO",611210253,"Kuzy - Plastic Case for Older MacBook Pro 13.3"" (Model: A1278) Aluminum Unibody Ultra Slim Rubberized Matte Cover","PC",5,1,1,"N","Y","Greatest!","2015-08-31","protect","positive"
"2218",2218,"US",31632172,"R33XH0COV7HW5X","B00VSEKFG6",790223637,"Variation Leather Case 13-inch A5 A3","PC",5,2,2,"N","Y","LOVE IT!!!","2015-08-31","received","positive"
"2224",2224,"US",31632172,"R33XH0COV7HW5X","B00VSEKFG6",790223637,"Variation Leather Case 13-inch A5 A3","PC",5,2,2,"N","Y","LOVE IT!!!","2015-08-31","pretty","positive"
"2226",2226,"US",31632172,"R33XH0COV7HW5X","B00VSEKFG6",790223637,"Variation Leather Case 13-inch A5 A3","PC",5,2,2,"N","Y","LOVE IT!!!","2015-08-31","real","positive"
"2229",2229,"US",31632172,"R33XH0COV7HW5X","B00VSEKFG6",790223637,"Variation Leather Case 13-inch A5 A3","PC",5,2,2,"N","Y","LOVE IT!!!","2015-08-31","fits","negative"
"2232",2232,"US",31632172,"R33XH0COV7HW5X","B00VSEKFG6",790223637,"Variation Leather Case 13-inch A5 A3","PC",5,2,2,"N","Y","LOVE IT!!!","2015-08-31","pretty","positive"
"2236",2236,"US",661431,"R8R166EYE9OIV","B00200K1TS",899836322,"Kingston 8 GB microSDHC Class 4 Flash Memory Card SDC4/8GBET","PC",5,0,0,"N","Y","Five Stars","2015-08-31","recommend","positive"
"2239",2239,"US",661431,"R8R166EYE9OIV","B00200K1TS",899836322,"Kingston 8 GB microSDHC Class 4 Flash Memory Card SDC4/8GBET","PC",5,0,0,"N","Y","Five Stars","2015-08-31","excellent","positive"
"2241",2241,"US",586488,"R4WOWDKES9JB5","B00E362W9O",689353766,"Sabrent Ultra Slim USB 2.0 to 2.5-Inch SATA External Aluminum Hard Drive Enclosure [Black] (EC-UK25)","PC",4,0,0,"N","Y","Worked great with Dell Inspiron N5010 hard disk","2015-08-31","effort","positive"
"2243",2243,"US",586488,"R4WOWDKES9JB5","B00E362W9O",689353766,"Sabrent Ultra Slim USB 2.0 to 2.5-Inch SATA External Aluminum Hard Drive Enclosure [Black] (EC-UK25)","PC",4,0,0,"N","Y","Worked great with Dell Inspiron N5010 hard disk","2015-08-31","save","positive"
"2245",2245,"US",586488,"R4WOWDKES9JB5","B00E362W9O",689353766,"Sabrent Ultra Slim USB 2.0 to 2.5-Inch SATA External Aluminum Hard Drive Enclosure [Black] (EC-UK25)","PC",4,0,0,"N","Y","Worked great with Dell Inspiron N5010 hard disk","2015-08-31","charm","positive"
"2248",2248,"US",20727134,"R2C3CAWEBF1KLU","B00IVPU786",250299741,"Samsung 32GB up to 48MB/s EVO Class 10 Micro SDHC Card with Adapter (MB-MP32DA/AM)","PC",5,0,0,"N","Y","Five Stars","2015-08-31","perfect","positive"
"2250",2250,"US",14656035,"R2SLFAXVOR0PWU","B00KAJ7YP0",699996108,"Runetz - Soft Sleeve Case Cover for MacBook 11"" 13"" 14"" Macbook Air","PC",5,0,0,"N","Y","Nice snug fit! Cute pattern!","2015-08-31","received","positive"
"2253",2253,"US",14656035,"R2SLFAXVOR0PWU","B00KAJ7YP0",699996108,"Runetz - Soft Sleeve Case Cover for MacBook 11"" 13"" 14"" Macbook Air","PC",5,0,0,"N","Y","Nice snug fit! Cute pattern!","2015-08-31","fits","negative"
"2254",2254,"US",14656035,"R2SLFAXVOR0PWU","B00KAJ7YP0",699996108,"Runetz - Soft Sleeve Case Cover for MacBook 11"" 13"" 14"" Macbook Air","PC",5,0,0,"N","Y","Nice snug fit! Cute pattern!","2015-08-31","balance","positive"
"2255",2255,"US",14656035,"R2SLFAXVOR0PWU","B00KAJ7YP0",699996108,"Runetz - Soft Sleeve Case Cover for MacBook 11"" 13"" 14"" Macbook Air","PC",5,0,0,"N","Y","Nice snug fit! Cute pattern!","2015-08-31","cushion","positive"
"2257",2257,"US",14656035,"R2SLFAXVOR0PWU","B00KAJ7YP0",699996108,"Runetz - Soft Sleeve Case Cover for MacBook 11"" 13"" 14"" Macbook Air","PC",5,0,0,"N","Y","Nice snug fit! Cute pattern!","2015-08-31","pleased","positive"
"2259",2259,"US",20068339,"R1MIBD1XVQNTEI","B00V64H0FM",392144764,"BRINCH New Soft Nylon Waterproof Laptop Computer Case Cover Sleeve Shoulder Strap Bag","PC",3,0,0,"N","Y","Good!","2015-08-31","excellent","positive"
"2262",2262,"US",10913999,"R104MNY9NM5H6A","B000DLBAJQ",190966360,"Mobile Edge Razer Tactical 17"" Laptop Backpack","PC",5,0,0,"N","Y","Very happy with the product","2015-08-31","delivery","positive"
"2265",2265,"US",10913999,"R104MNY9NM5H6A","B000DLBAJQ",190966360,"Mobile Edge Razer Tactical 17"" Laptop Backpack","PC",5,0,0,"N","Y","Very happy with the product","2015-08-31","happy","positive"
"2267",2267,"US",12795707,"RODRQ0DNAO3RD","B00KC6IUO0",331269443,"Fire HD 6","PC",4,0,0,"N","Y","... pad ( it's a bit small) color is clear easy to hold also","2015-08-31","pad","positive"
"2269",2269,"US",48500954,"R3BCE3U63R59G2","B00UNDF7IY",596795355,"Lenovo Tab2 A8, 8-Inch 16 GB Tablet (Navy Blue)","PC",5,10,10,"N","Y","More bang for the buck","2015-08-31","found","positive"
"2274",2274,"US",48500954,"R3BCE3U63R59G2","B00UNDF7IY",596795355,"Lenovo Tab2 A8, 8-Inch 16 GB Tablet (Navy Blue)","PC",5,10,10,"N","Y","More bang for the buck","2015-08-31","delay","negative"
"2276",2276,"US",48500954,"R3BCE3U63R59G2","B00UNDF7IY",596795355,"Lenovo Tab2 A8, 8-Inch 16 GB Tablet (Navy Blue)","PC",5,10,10,"N","Y","More bang for the buck","2015-08-31","crisp","negative"
"2279",2279,"US",48500954,"R3BCE3U63R59G2","B00UNDF7IY",596795355,"Lenovo Tab2 A8, 8-Inch 16 GB Tablet (Navy Blue)","PC",5,10,10,"N","Y","More bang for the buck","2015-08-31","excellent","positive"
"2281",2281,"US",48500954,"R3BCE3U63R59G2","B00UNDF7IY",596795355,"Lenovo Tab2 A8, 8-Inch 16 GB Tablet (Navy Blue)","PC",5,10,10,"N","Y","More bang for the buck","2015-08-31","rear","negative"
"2283",2283,"US",48500954,"R3BCE3U63R59G2","B00UNDF7IY",596795355,"Lenovo Tab2 A8, 8-Inch 16 GB Tablet (Navy Blue)","PC",5,10,10,"N","Y","More bang for the buck","2015-08-31","joy","positive"
"2284",2284,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","build","positive"
"2285",2285,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","build","positive"
"2286",2286,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","attention","positive"
"2287",2287,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","impossible","negative"
"2289",2289,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","obvious","positive"
"2293",2293,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","destroying","negative"
"2296",2296,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","aesthetics","positive"
"2297",2297,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","build","positive"
"2298",2298,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","received","positive"
"2301",2301,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","luck","positive"
"2304",2304,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","planning","positive"
"2307",2307,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","lucky","positive"
"2310",2310,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","garbage","negative"
"2312",2312,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","boy","negative"
"2315",2315,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","top","positive"
"2317",2317,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","carefully","positive"
"2319",2319,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","found","positive"
"2322",2322,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","immediately","negative"
"2323",2323,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","immediately","positive"
"2324",2324,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","advantage","positive"
"2327",2327,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","respect","positive"
"2331",2331,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","star","positive"
"2334",2334,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","trash","negative"
"2336",2336,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","build","positive"
"2338",2338,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","build","positive"
"2339",2339,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","black","negative"
"2343",2343,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","white","positive"
"2347",2347,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","perfect","positive"
"2350",2350,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","top","positive"
"2352",2352,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","build","positive"
"2354",2354,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","build","positive"
"2355",2355,"US",15072868,"RW3OXZII9H3KA","B00EDPYNH4",488315821,"XSPC AX360 Triple Fan Radiator (White)","PC",2,5,7,"N","Y","Amazing, well built, aesthetically pleasing radiator.","2015-08-31","include","positive"
"2356",2356,"US",12225663,"R1T6WHE9H03QT0","B00ORZYVJK",842643290,"Macbook-13 Inch-Sleeve, SlickBlue™ Zipper Sleeve Pouch Wool-Felt Neoprene Case Cover Bag For All 13 Inch Air/Pro Macbook","PC",3,0,0,"N","Y","Three Stars","2015-08-31","cushion","positive"
"2359",2359,"US",49900360,"RLB980W5YPU8D","B00IQBSW28",57020408,"Bluetooth Audio Adapter, Black","PC",5,0,0,"N","Y","Five Stars","2015-08-31","receiving","positive"
"2362",2362,"US",2155598,"RYP64C7LUSD9N","B00S80VLVG",621380103,"High Quality, 10ft(3m) Braided Nylon Lightning Charging Cables for Apple iPhone 5 5C 5S,iPhone 6, 6 Plus, iPad 4 Mini, iPod Touch 5/Nano 7, 8 pin to USB - 3pack (pink/hot pink/purple)","PC",1,0,1,"N","Y","One Star","2015-08-31","broke","negative"
"2364",2364,"US",2155598,"RYP64C7LUSD9N","B00S80VLVG",621380103,"High Quality, 10ft(3m) Braided Nylon Lightning Charging Cables for Apple iPhone 5 5C 5S,iPhone 6, 6 Plus, iPad 4 Mini, iPod Touch 5/Nano 7, 8 pin to USB - 3pack (pink/hot pink/purple)","PC",1,0,1,"N","Y","One Star","2015-08-31","worth","positive"
"2366",2366,"US",51040665,"RDP1R47NDGEKD","B0101GL44S",367365537,"Simtyso 90 Degree Right-Angle 6.0 Gbps SATA III Cable - 18 Inches","PC",4,0,0,"N","Y","Very Nice SATA Cable","2015-08-31","degree","positive"
"2367",2367,"US",113300,"R3W3MG7UBJUB1B","B0016E0U9K",870478348,"DB9 Male/Male Mini Gender Changer (Coupler)","PC",1,0,0,"N","Y","Ordered DB9 (9-pin) gender changers. Received VGA (15-pin) gender changers.","2015-08-31","received","positive"
"2368",2368,"US",113300,"R3W3MG7UBJUB1B","B0016E0U9K",870478348,"DB9 Male/Male Mini Gender Changer (Coupler)","PC",1,0,0,"N","Y","Ordered DB9 (9-pin) gender changers. Received VGA (15-pin) gender changers.","2015-08-31","wrong","negative"
"2369",2369,"US",113300,"R3W3MG7UBJUB1B","B0016E0U9K",870478348,"DB9 Male/Male Mini Gender Changer (Coupler)","PC",1,0,0,"N","Y","Ordered DB9 (9-pin) gender changers. Received VGA (15-pin) gender changers.","2015-08-31","accurate","positive"
"2371",2371,"US",113300,"R3W3MG7UBJUB1B","B0016E0U9K",870478348,"DB9 Male/Male Mini Gender Changer (Coupler)","PC",1,0,0,"N","Y","Ordered DB9 (9-pin) gender changers. Received VGA (15-pin) gender changers.","2015-08-31","received","positive"
"2372",2372,"US",113300,"R3W3MG7UBJUB1B","B0016E0U9K",870478348,"DB9 Male/Male Mini Gender Changer (Coupler)","PC",1,0,0,"N","Y","Ordered DB9 (9-pin) gender changers. Received VGA (15-pin) gender changers.","2015-08-31","received","positive"
"2375",2375,"US",113300,"R3W3MG7UBJUB1B","B0016E0U9K",870478348,"DB9 Male/Male Mini Gender Changer (Coupler)","PC",1,0,0,"N","Y","Ordered DB9 (9-pin) gender changers. Received VGA (15-pin) gender changers.","2015-08-31","happy","positive"
"2377",2377,"US",20085548,"R36WTW5A72X6F7","B00X140BEW",513510483,"Sony Class 10  94MB/s Memory Card","PC",4,0,1,"N","Y","Thanks for the memories","2015-08-31","inexpensive","positive"
"2378",2378,"US",20085548,"R36WTW5A72X6F7","B00X140BEW",513510483,"Sony Class 10  94MB/s Memory Card","PC",4,0,1,"N","Y","Thanks for the memories","2015-08-31","competent","positive"
"2382",2382,"US",134998,"R6HS3VQ95XW5Y","B00000JRRD",949180859,"Belkin WaveRest Gel Mouse Pad Black","PC",3,0,0,"N","Y","Yes nice but......","2015-08-31","smell","negative"
"2385",2385,"US",48404836,"R1RY4V97RXR1W6","B00VMVXHYC",386860925,"Runetz - Neoprene Sleeve Case Cover for MacBook/Laptops 12"" 13"" 15""","PC",5,0,0,"N","Y","Great case for the money.","2015-08-31","perfect","positive"
"2387",2387,"US",48404836,"R1RY4V97RXR1W6","B00VMVXHYC",386860925,"Runetz - Neoprene Sleeve Case Cover for MacBook/Laptops 12"" 13"" 15""","PC",5,0,0,"N","Y","Great case for the money.","2015-08-31","protective","positive"
"2388",2388,"US",26539221,"R1W48SCL5HNMTM","B00KE8G7OQ",315579967,"Gigabyte GA-Z97N-GAMING LGA-1150 Intel Z97 Express Chipset Mini ITX Motherboard","PC",5,0,0,"N","Y","The capacitors closest to the socket set maybe a mm higher than the processor so it's easy to catch the edge of the cooler on th","2015-08-31","core","positive"
"2389",2389,"US",26539221,"R1W48SCL5HNMTM","B00KE8G7OQ",315579967,"Gigabyte GA-Z97N-GAMING LGA-1150 Intel Z97 Express Chipset Mini ITX Motherboard","PC",5,0,0,"N","Y","The capacitors closest to the socket set maybe a mm higher than the processor so it's easy to catch the edge of the cooler on th","2015-08-31","careful","positive"
"2391",2391,"US",26539221,"R1W48SCL5HNMTM","B00KE8G7OQ",315579967,"Gigabyte GA-Z97N-GAMING LGA-1150 Intel Z97 Express Chipset Mini ITX Motherboard","PC",5,0,0,"N","Y","The capacitors closest to the socket set maybe a mm higher than the processor so it's easy to catch the edge of the cooler on th","2015-08-31","contact","positive"
"2395",2395,"US",32434935,"RSXASOQQL83H9","B00FM5E1EY",892961975,"SanDisk 8GB Class 4 SDHC Flash Memory Card - 2 Pack SDSDB2L-008G-B35","PC",5,0,0,"N","Y","Five Stars","2015-08-31","pleased","positive"
"2398",2398,"US",48998602,"RPOVWJK9JV7QL","B00LU7B8X0",298756776,"AmazonBasics Laptop and Tablet Case","PC",5,0,0,"N","Y","Works great for me!","2015-08-31","pretty","positive"
"2402",2402,"US",48998602,"RPOVWJK9JV7QL","B00LU7B8X0",298756776,"AmazonBasics Laptop and Tablet Case","PC",5,0,0,"N","Y","Works great for me!","2015-08-31","happy","positive"
"2405",2405,"US",48998602,"RPOVWJK9JV7QL","B00LU7B8X0",298756776,"AmazonBasics Laptop and Tablet Case","PC",5,0,0,"N","Y","Works great for me!","2015-08-31","decent","positive"
"2407",2407,"US",28662848,"R3LBDJJU4DTOGU","B005C2BNJI",737714006,"LaCie Rugged Triple USB 3.0 / Firewire 800 1TB Portable Hard Drive LAC301984","PC",1,2,4,"N","Y","Buyer beware!","2015-08-31","lost","negative"
"2409",2409,"US",28662848,"R3LBDJJU4DTOGU","B005C2BNJI",737714006,"LaCie Rugged Triple USB 3.0 / Firewire 800 1TB Portable Hard Drive LAC301984","PC",1,2,4,"N","Y","Buyer beware!","2015-08-31","creative","positive"
"2410",2410,"US",28662848,"R3LBDJJU4DTOGU","B005C2BNJI",737714006,"LaCie Rugged Triple USB 3.0 / Firewire 800 1TB Portable Hard Drive LAC301984","PC",1,2,4,"N","Y","Buyer beware!","2015-08-31","recovery","positive"
"2411",2411,"US",28662848,"R3LBDJJU4DTOGU","B005C2BNJI",737714006,"LaCie Rugged Triple USB 3.0 / Firewire 800 1TB Portable Hard Drive LAC301984","PC",1,2,4,"N","Y","Buyer beware!","2015-08-31","recovery","positive"
"2412",2412,"US",28662848,"R3LBDJJU4DTOGU","B005C2BNJI",737714006,"LaCie Rugged Triple USB 3.0 / Firewire 800 1TB Portable Hard Drive LAC301984","PC",1,2,4,"N","Y","Buyer beware!","2015-08-31","minimum","negative"
"2414",2414,"US",28662848,"R3LBDJJU4DTOGU","B005C2BNJI",737714006,"LaCie Rugged Triple USB 3.0 / Firewire 800 1TB Portable Hard Drive LAC301984","PC",1,2,4,"N","Y","Buyer beware!","2015-08-31","fee","negative"
"2415",2415,"US",28662848,"R3LBDJJU4DTOGU","B005C2BNJI",737714006,"LaCie Rugged Triple USB 3.0 / Firewire 800 1TB Portable Hard Drive LAC301984","PC",1,2,4,"N","Y","Buyer beware!","2015-08-31","customer","positive"
"2416",2416,"US",28662848,"R3LBDJJU4DTOGU","B005C2BNJI",737714006,"LaCie Rugged Triple USB 3.0 / Firewire 800 1TB Portable Hard Drive LAC301984","PC",1,2,4,"N","Y","Buyer beware!","2015-08-31","staggering","negative"
"2419",2419,"US",28662848,"R3LBDJJU4DTOGU","B005C2BNJI",737714006,"LaCie Rugged Triple USB 3.0 / Firewire 800 1TB Portable Hard Drive LAC301984","PC",1,2,4,"N","Y","Buyer beware!","2015-08-31","luck","positive"
"2423",2423,"US",28662848,"R3LBDJJU4DTOGU","B005C2BNJI",737714006,"LaCie Rugged Triple USB 3.0 / Firewire 800 1TB Portable Hard Drive LAC301984","PC",1,2,4,"N","Y","Buyer beware!","2015-08-31","risk","negative"
"2425",2425,"US",51882475,"R3CO8BO2WXYEUL","B000IZDN60",415077036,"C2G/Cables to Go 7 Port USB 2.0 Hub","PC",5,0,0,"N","Y","Going on eight years and it's still great","2015-08-31","fault","negative"
"2428",2428,"US",26558242,"R1STQDBEEBND42","B00EXV66TQ",765563175,"Mosiso Plastic Hard Case Cover Only for MacBook Pro 13 Inch with Retina Display No CD-Rom","PC",5,0,0,"N","Y","Fits fine, and makes my Mac look great","2015-08-31","fits","negative"
"2429",2429,"US",26558242,"R1STQDBEEBND42","B00EXV66TQ",765563175,"Mosiso Plastic Hard Case Cover Only for MacBook Pro 13 Inch with Retina Display No CD-Rom","PC",5,0,0,"N","Y","Fits fine, and makes my Mac look great","2015-08-31","pad","positive"
"2431",2431,"US",26558242,"R1STQDBEEBND42","B00EXV66TQ",765563175,"Mosiso Plastic Hard Case Cover Only for MacBook Pro 13 Inch with Retina Display No CD-Rom","PC",5,0,0,"N","Y","Fits fine, and makes my Mac look great","2015-08-31","extra","positive"
"2434",2434,"US",26558242,"R1STQDBEEBND42","B00EXV66TQ",765563175,"Mosiso Plastic Hard Case Cover Only for MacBook Pro 13 Inch with Retina Display No CD-Rom","PC",5,0,0,"N","Y","Fits fine, and makes my Mac look great","2015-08-31","skid","negative"
"2437",2437,"US",26558242,"R1STQDBEEBND42","B00EXV66TQ",765563175,"Mosiso Plastic Hard Case Cover Only for MacBook Pro 13 Inch with Retina Display No CD-Rom","PC",5,0,0,"N","Y","Fits fine, and makes my Mac look great","2015-08-31","pleased","positive"
